,index,Goal,Target,Indicator_ref,Series_code,Series_desc,n_countries_available,median_max_year,median_n_years,median_n_timeSeries,n_dimensions,median_values_per_dim,mean_data_for_female,n_countries_total,regionCode,regionName
2,2,'3,'3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)",48,2017.0,18.0,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'3,'3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)",32,2017.0,18.0,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'3,'3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)",9,2017.0,18.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'3,'3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)",12,2017.0,15.5,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'3,'3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)",19,2017.0,18.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
7,7,'3,'3.b,3.b.2,DC_TOF_HLTHL,"Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)",12,2017.0,18.0,1.0,0.0,,,16,753,Eastern and South-Eastern Asia
0,0,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",192,2018.0,11.0,4.0,1.0,4.0,0.0,194,1,World
0,0,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",2,2017.5,15.0,4.0,1.0,4.0,0.0,2,53,Australia and New Zealand
1,1,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",14,2018.0,15.0,4.0,1.0,4.0,0.0,14,62,Central and Southern Asia
2,2,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",48,2018.0,8.5,4.0,1.0,4.0,0.0,48,202,Sub-Saharan Africa
3,3,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",33,2018.0,9.0,4.0,1.0,4.0,0.0,33,419,Latin America and the Caribbean
4,4,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",44,2017.0,18.0,4.0,1.0,4.0,0.0,45,513,Europe and Northern America
5,5,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",12,2019.0,6.0,4.0,1.0,4.0,0.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",23,2018.0,13.0,4.0,1.0,4.0,0.0,24,747,Northern Africa and Western Asia
7,7,'3,'3.c,3.c.1,SH_MED_HEAWOR,"Health worker density, by type of occupation (per 10,000 population)",16,2018.0,12.0,4.0,1.0,4.0,0.0,16,753,Eastern and South-Eastern Asia
0,0,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",155,2018.0,4.0,4.0,2.0,2.0,1.0,194,1,World
0,0,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",2,2017.5,12.5,4.0,2.0,2.0,1.0,2,53,Australia and New Zealand
1,1,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",12,2017.5,2.5,4.0,2.0,2.0,1.0,14,62,Central and Southern Asia
2,2,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",33,2018.0,2.0,2.0,2.0,1.4142135623730951,1.0,48,202,Sub-Saharan Africa
3,3,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",25,2018.0,4.0,2.0,2.0,1.4142135623730951,1.0,33,419,Latin America and the Caribbean
4,4,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",41,2017.0,17.0,4.0,2.0,2.0,1.0,45,513,Europe and Northern America
5,5,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",11,2018.0,1.0,2.0,2.0,1.4142135623730951,1.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",17,2018.0,3.0,4.0,2.0,2.0,1.0,24,747,Northern Africa and Western Asia
7,7,'3,'3.c,3.c.1,SH_MED_HWRKDIS,"Health worker distribution, by sex and type of occupation (%)",14,2018.0,5.0,3.0,2.0,1.7071067811865475,1.0,16,753,Eastern and South-Eastern Asia
0,0,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",193,2019.0,6.0,25.0,1.0,25.0,0.0,194,1,World
0,0,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2,2019.0,8.0,25.0,1.0,25.0,0.0,2,53,Australia and New Zealand
1,1,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",14,2019.0,6.5,25.0,1.0,25.0,0.0,14,62,Central and Southern Asia
2,2,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",48,2019.0,5.0,25.0,1.0,25.0,0.0,48,202,Sub-Saharan Africa
3,3,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",33,2019.0,7.0,25.0,1.0,25.0,0.0,33,419,Latin America and the Caribbean
4,4,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",45,2019.0,6.0,25.0,1.0,25.0,0.0,45,513,Europe and Northern America
5,5,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",12,2019.0,5.0,25.0,1.0,25.0,0.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",23,2019.0,7.0,25.0,1.0,25.0,0.0,24,747,Northern Africa and Western Asia
7,7,'3,'3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",16,2019.0,8.0,25.0,1.0,25.0,0.0,16,753,Eastern and South-Eastern Asia
0,0,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),139,2018.0,3.0,10.0,3.0,2.154434690031884,0.935251798561151,194,1,World
0,0,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),2,2018.0,7.0,13.5,3.0,2.377820279718567,1.0,2,53,Australia and New Zealand
1,1,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),8,2016.5,1.5,8.5,3.0,2.040041911525952,0.75,14,62,Central and Southern Asia
2,2,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),32,2014.0,1.0,8.5,3.0,2.040041911525952,0.875,48,202,Sub-Saharan Africa
3,3,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),20,2018.0,2.0,18.0,3.0,2.6207413942088964,1.0,33,419,Latin America and the Caribbean
4,4,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),42,2018.0,7.0,12.0,3.0,2.2894284851066637,0.9761904761904762,45,513,Europe and Northern America
5,5,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),21,2018.0,4.0,9.0,3.0,2.080083823051904,1.0,24,747,Northern Africa and Western Asia
7,7,'4,'4.1,4.1.1,SE_TOT_PRFL,Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%),14,2018.0,1.5,8.5,3.0,2.040041911525952,0.8571428571428571,16,753,Eastern and South-Eastern Asia
0,0,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",76,2015.0,1.0,1.0,1.0,1.0,0.0,194,1,World
0,0,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",0,,,,,,,2,53,Australia and New Zealand
1,1,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",7,2016.0,1.0,1.0,1.0,1.0,0.0,14,62,Central and Southern Asia
2,2,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",26,2015.5,1.0,1.0,1.0,1.0,0.0,48,202,Sub-Saharan Africa
3,3,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",18,2013.5,1.0,1.0,1.0,1.0,0.0,33,419,Latin America and the Caribbean
4,4,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",7,2012.0,1.0,1.0,1.0,1.0,0.0,45,513,Europe and Northern America
5,5,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",1,2017.0,1.0,1.0,1.0,1.0,0.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",9,2015.0,1.0,1.0,1.0,1.0,0.0,24,747,Northern Africa and Western Asia
7,7,'4,'4.2,4.2.1,SE_DEV_ONTRK,"Proportion of children aged 36−59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",8,2016.5,1.0,1.0,1.0,1.0,0.0,16,753,Eastern and South-Eastern Asia
0,0,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",162,2017.0,9.0,3.0,1.0,3.0,1.0,194,1,World
0,0,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",2,2016.5,9.0,3.0,1.0,3.0,1.0,2,53,Australia and New Zealand
1,1,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",10,2018.0,7.0,3.0,1.0,3.0,1.0,14,62,Central and Southern Asia
2,2,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",38,2017.0,4.5,3.0,1.0,3.0,1.0,48,202,Sub-Saharan Africa
3,3,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",32,2017.0,12.5,3.0,1.0,3.0,1.0,33,419,Latin America and the Caribbean
4,4,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",39,2017.0,16.0,3.0,1.0,3.0,1.0,45,513,Europe and Northern America
5,5,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",9,2016.0,2.0,3.0,1.0,3.0,1.0,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",21,2018.0,13.0,3.0,1.0,3.0,1.0,24,747,Northern Africa and Western Asia
7,7,'4,'4.2,4.2.2,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",11,2018.0,8.0,3.0,1.0,3.0,1.0,16,753,Eastern and South-Eastern Asia
0,0,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",106,2016.0,3.0,3.0,1.0,3.0,0.9150943396226415,194,1,World
0,0,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",2,2013.5,1.0,3.0,1.0,3.0,1.0,2,53,Australia and New Zealand
1,1,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",4,2016.0,1.0,3.0,1.0,3.0,1.0,14,62,Central and Southern Asia
2,2,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",20,2014.5,1.0,3.0,1.0,3.0,0.8,48,202,Sub-Saharan Africa
3,3,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",17,2017.0,8.0,3.0,1.0,3.0,0.9411764705882353,33,419,Latin America and the Caribbean
4,4,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",36,2016.0,3.0,3.0,1.0,3.0,1.0,45,513,Europe and Northern America
5,5,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",6,2011.0,1.0,2.0,1.0,2.0,0.5,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",10,2015.5,1.5,3.0,1.0,3.0,1.0,24,747,Northern Africa and Western Asia
7,7,'4,'4.3,4.3.1,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",11,2015.0,2.0,3.0,1.0,3.0,0.9090909090909091,16,753,Eastern and South-Eastern Asia
0,0,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",85,2018.0,3.0,24.0,2.0,4.898979485566356,0.8117647058823529,194,1,World
0,0,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",0,,,,,,,2,53,Australia and New Zealand
1,1,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",4,2017.5,1.5,25.5,2.0,5.047565954136494,1.0,14,62,Central and Southern Asia
2,2,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",9,2017.0,1.0,9.0,2.0,3.0,0.3333333333333333,48,202,Sub-Saharan Africa
3,3,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",9,2018.0,2.0,27.0,2.0,5.196152422706632,0.6666666666666666,33,419,Latin America and the Caribbean
4,4,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",37,2017.0,4.0,24.0,2.0,4.898979485566356,0.972972972972973,45,513,Europe and Northern America
5,5,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",0,,,,,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",17,2018.0,3.0,27.0,2.0,5.196152422706632,0.7647058823529411,24,747,Northern Africa and Western Asia
7,7,'4,'4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",9,2018.0,2.0,27.0,2.0,5.196152422706632,0.7777777777777778,16,753,Eastern and South-Eastern Asia
0,0,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",162,2017.0,9.0,1.0,0.0,,,194,1,World
0,0,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",2,2017.0,9.5,1.0,0.0,,,2,53,Australia and New Zealand
1,1,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",10,2018.0,6.5,1.0,0.0,,,14,62,Central and Southern Asia
2,2,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",38,2017.0,4.5,1.0,0.0,,,48,202,Sub-Saharan Africa
3,3,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",32,2017.5,11.5,1.0,0.0,,,33,419,Latin America and the Caribbean
4,4,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",39,2017.0,16.0,1.0,0.0,,,45,513,Europe and Northern America
5,5,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",9,2016.0,2.0,1.0,0.0,,,12,543,Oceania (excluding Australia and New Zealand)
6,6,'4,'4.5,4.5.1,SE_PRE_GPIPARTN,"Gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",21,2018.0,12.0,1.0,0.0,,,24,747,Northern Africa and Western Asia
