goal	target	indicator_code	indicator_ref	series	hub_id	n_countries	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_code	sex_desc	age_code	age_desc	location_code	location_desc	educationLevel_code	educationLevel_desc	typeOfProduct_code	typeOfProduct_desc	typeOfSkill_code	typeOfSkill_desc	quantile_code	quantile_desc	modeOfTransportation_code	modeOfTransportation_desc	nameOfInternationalInstitution_code	nameOfInternationalInstitution_desc	causeOfDeath_code	causeOfDeath_desc	disabilityStatus_code	disabilityStatus_desc	typeOfOccupation_code	typeOfOccupation_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	levelStatus_code	levelStatus_desc	migratoryStatus_code	migratoryStatus_desc	parliamentaryCommittees_code	parliamentaryCommittees_desc	policyDomains_code	policyDomains_desc	typeOfSpeed_code	typeOfSpeed_desc	activity_code	activity_desc	cities_code	cities_desc	ihrCapacity_code	ihrCapacity_desc	nameOfNonCommunicableDisease_code	nameOfNonCommunicableDisease_desc	policyInstruments_code	policyInstruments_desc	samplingStations_code	samplingStations_desc	substanceUseDisorders_code	substanceUseDisorders_desc	typeOfWasteTreatment_code	typeOfWasteTreatment_desc
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	143	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	_T	Both sexes					ISCED11_1	Primary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	120	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	M	Male					AGG_2_3	Secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	120	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	F	Female					AGG_2_3	Secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	127	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	_T	Both sexes					AGG_2_3	Secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	98	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	F	Female					ISCED11_3	Upper secondary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	122	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	F	Female					ISCED11_02	Pre-primary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	124	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	_T	Both sexes					ISCED11_02	Pre-primary																																												
4	'4.c	C040c01	4.c.1	SE_TRA_GRDL	f4395f0a763e474aaba9f709c5336ba0	123	Proportion of teachers who have received at least the minimum organized teacher training (e.g. pedagogical training) pre-service or in-service required for teaching at the relevant level in a given country, by sex and education level (%)	2000	2019	1	20	2.0	M	Male					ISCED11_02	Pre-primary																																												
5	'5.1	C050101	5.1.1	SG_LGL_GENEQLFP	36c7b866028746deb40eb3001a301c7e	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	2018	2018	1	1	0.0																																																				
5	'5.1	C050101	5.1.1	SG_LGL_GENEQVAW	c5e51c5a24f94182bf3939be79ff2b37	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) --  Area 2: violence against women	2018	2018	1	1	0.0																																																				
5	'5.1	C050101	5.1.1	SG_LGL_GENEQEMP	916e62b3356644a2b50dc11bb24d7b69	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 3: employment and economic benefits	2018	2018	1	1	0.0																																																				
5	'5.1	C050101	5.1.1	SG_LGL_GENEQMAR	a24be8789fd64baca61bf2f0a19ce687	53	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 4: marriage and family	2018	2018	1	1	0.0																																																				
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	30	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2010	2015	1	1	2.0	F	Female	Y18T49	18 to 49 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	57	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y15T19	15 to 19 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	63	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y45T49	45 to 49 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	63	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y40T44	40 to 44 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	75	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2000	2017	1	1	2.0	F	Female	Y15T49	15 to 49 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	65	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y25T29	25 to 29 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	63	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y35T39	35 to 39 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	62	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y30T34	30 to 34 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	60	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2005	2017	1	1	2.0	F	Female	Y20T24	20 to 24 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	3	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2006	2015	1	1	2.0	F	Female	Y40T49	40 to 49 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2006	2006	1	1	2.0	F	Female	Y20T29	20 to 29 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	3	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2006	2015	1	1	2.0	F	Female	Y30T39	30 to 39 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	2	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2010	2011	1	1	2.0	F	Female	Y18T24	18 to 24 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2017	2017	1	1	2.0	F	Female	Y30T35	30 to 35 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2015	2015	1	1	2.0	F	Female	Y18T19	18 to 19 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	4	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2009	2014	1	1	2.0	F	Female	Y15T24	15 to 24 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2008	2008	1	1	2.0	F	Female	Y15T44	15 to 44 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2012	2012	1	1	2.0	F	Female	Y18T50	18 to 50 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2014	2014	1	1	2.0	F	Female	Y35T44	35 to 44 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2014	2014	1	1	2.0	F	Female	Y45T59	45 to 59 years old																																																
5	'5.2	C050201	5.2.1	VC_VAW_MARR	f8c1ee9060634df7b6fe7afb676bb6d3	1	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age (%)	2014	2014	1	1	2.0	F	Female	Y25T34	25 to 34 years old																																																
5	'5.3	C050301	5.3.1	SP_DYN_MRBF18	e7711ef62b724b8e96418cccc2a9411f	126	Proportion of women aged 20-24 years who were married or in a union before age 18 (%)	2005	2019	1	1	2.0	F	Female	Y20T24	20 to 24 years old																																																
5	'5.3	C050301	5.3.1	SP_DYN_MRBF15	1c2d5bb11ff6488fb9640e37181965f4	126	Proportion of women aged 20-24 years who were married or in a union before age 15 (%)	2005	2019	1	1	2.0	F	Female	Y20T24	20 to 24 years old																																																
5	'5.3	C050302	5.3.2	SH_STA_FGMS	bf5b56f64ae54c39b39863a76ed35765	30	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age (%)	2004	2018	1	1	2.0	F	Female	Y15T49	15 to 49 years old																																																
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	11	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2012	1	2	3.0	M	Male	Y20T74	20 to 74 years old	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	11	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2012	1	2	3.0	F	Female	Y20T74	20 to 74 years old	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	31	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	4	3.0	M	Male	Y_GE10	10 years old and over	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	31	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	4	3.0	F	Female	Y_GE10	10 years old and over	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	10	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2017	1	4	3.0	M	Male	Y_GE12	12 years old and over	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	5	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	F	Female	Y_GE12	12 years old and over	U	Urban																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	10	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2017	1	4	3.0	F	Female	Y_GE12	12 years old and over	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	5	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	M	Male	Y_GE12	12 years old and over	U	Urban																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	5	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	F	Female	Y_GE12	12 years old and over	R	Rural																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	5	Proportion of time spent on unpaid care work, by sex, age and location (%)	2009	2017	1	2	3.0	M	Male	Y_GE12	12 years old and over	R	Rural																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	40	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	F	Female	Y15T24	15 to 24 years old	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	39	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	M	Male	Y15T24	15 to 24 years old	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	54	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	16	3.0	M	Male	Y_GE15	15 years old and over	_T	All areas																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	26	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	M	Male	Y45T54	45 to 54 years old	U	Urban																																														
5	'5.4	C050401	5.4.1	SL_DOM_TSPDCW	6f5d03e58a3f4255ba0d9fd7995d1804	25	Proportion of time spent on unpaid care work, by sex, age and location (%)	2000	2018	1	3	3.0	M	Male	Y55T64	55 to 64 years old	U	Urban																																														
