n_countries	series	seriesDescription	min_year	max_year	min_n_years	max_n_years	n_disaggregations	sex_desc	sex_code	age_desc	age_code	location_desc	location_code	observationStatus_desc	observationStatus_code	educationLevel_desc	educationLevel_code	typeOfProduct_desc	typeOfProduct_code	typeOfSkill_desc	typeOfSkill_code	quantile_desc	quantile_code	modeOfTransportation_desc	modeOfTransportation_code	typeOfOccupation_desc	typeOfOccupation_code	causeOfDeath_desc	causeOfDeath_code	typeOfSpeed_desc	typeOfSpeed_code	policyDomains_desc	policyDomains_code	parliamentaryCommittees_desc	parliamentaryCommittees_code	nameOfInternationalInstitution_desc	nameOfInternationalInstitution_code	migratoryStatus_desc	migratoryStatus_code	levelStatus_desc	levelStatus_code	disabilityStatus_desc	disabilityStatus_code	typeOfWasteTreatment_desc	typeOfWasteTreatment_code	substanceUseDisorders_desc	substanceUseDisorders_code	samplingStations_desc	samplingStations_code	policyInstruments_desc	policyInstruments_code	nameOfNonCommunicableDisease_desc	nameOfNonCommunicableDisease_code	ihrCapacity_desc	ihrCapacity_code	groundsOfDiscrimination_desc	groundsOfDiscrimination_code	cities_desc	cities_code	activity_desc	activity_code
25	ER_RDE_OSEX	National ocean science expenditure as a share of total research and development funding (%)	2013	2017	1	5	0.0																																																						
173	ER_REG_SSFRAR	Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest)	2018	2018	1	1	0.0																																																						
165	ER_REG_UNFCIM	Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)	2018	2018	1	1	0.0																																																						
77	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	2000	2019	2	20	0.0																																																						
225	ER_RSK_LSTI	Red List Index	1993	2020	28	28	0.0																																																						
123	ER_WAT_PART	Countries with users/communities participating in planning programs in water resources planning and management, by level of participation (3 = High; 2 = Moderate; 1 = Low; 0 = NA)	2017	2019	1	2	0.0																																																						
123	ER_WAT_PRDU	Countries with procedures in law or policy for participation by service users/communities in planning program in water resources planning and management, by level of definition in procedures (10 = Clearly defined; 5 = Not clearly defined ; 0 = NA)	2017	2019	1	2	0.0																																																						
181	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2004	2018	3	15	2.0			15 years old and over	Y_GE15			Normal value	A																																														
157	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	2011	2017	1	3	2.0	Both sexes	_T	15 years old and over	Y_GE15																																																		
157	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	2011	2017	1	3	2.0	Male	M	15 years old and over	Y_GE15																																																		
157	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	2011	2017	1	3	2.0	Female	F	15 years old and over	Y_GE15																																																		
181	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	2004	2018	3	15	2.0			15 years old and over	Y_GE15			Normal value	A																																														
138	FC_ACC_SSID	Proportion of small-scale industries with a loan or line of credit (%)	2006	2019	1	4	0.0																																																						
136	FI_FSI_FSANL	Non-performing loans to total gross loans (%)	2000	2019	3	19	1.0							Normal value	A																																														
137	FI_FSI_FSERA	Return on assets (%)	1997	2019	3	22	1.0							Normal value	A																																														
132	FI_FSI_FSKA	Regulatory capital to assets (%)	2000	2019	1	19	1.0							Normal value	A																																														
136	FI_FSI_FSKNL	Non-performing loans net of provisions to capital (%)	2000	2019	3	19	1.0							Normal value	A																																														
135	FI_FSI_FSKRTC	Regulatory Tier 1 capital to risk-weighted assets (%)	2000	2019	2	19	1.0							Normal value	A																																														
135	FI_FSI_FSLS	Liquid assets to short term liabilities (%)	2000	2019	2	19	1.0							Normal value	A																																														
117	FI_FSI_FSSNO	Net open position in foreign exchange to capital (%)	2000	2019	1	19	1.0							Normal value	A																																														
136	GB_POP_SCIERD	Researchers (in full-time equivalent) per million inhabitants (per 1,000,000 population)	2000	2018	1	19	0.0																																																						
148	GB_XPD_RSDV	Research and development expenditure as a proportion of GDP (%)	2000	2018	1	19	0.0																																																						
173	GC_GOB_TAXD	Proportion of domestic budget funded by domestic taxes (% of GDP)	2000	2019	1	19	1.0							Normal value	A																																														
206	GF_FRN_FDI	Foreign direct investment (FDI) inflows (millions of US dollars)	1990	2018	1	29	0.0																																																						
103	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	2004	2017	2	11	0.0																																																						
173	GR_G14_GDP	Total government revenue (budgetary central government) as a proportion of GDP (%)	2000	2018	1	19	1.0							Normal value	A																																														
174	GR_G14_XDC	Total government revenue, in local currency	2000	2018	1	19	1.0							Normal value	A																																														
138	IC_FRM_BRIB	Bribery incidence (% of firms experiencing at least one bribe payment request)	2006	2018	1	4	0.0																																																						
167	IC_GEN_MGTL	Proportion of women in managerial positions (%)	2000	2019	1	19	1.0	Female	F																																																				
98	IC_GEN_MGTN	Proportion of women in senior and middle management positions (%)	2000	2019	1	19	1.0	Female	F																																																				
160	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	2017	2018	1	2	1.0																	Air transport	MOT_AIR																																				
245	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	2018	2018	1	1	1.0																	Road transport	MOT_ROA																																				
245	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	2018	2018	1	1	1.0																	Inland waterway transport	MOT_IWW																																				
245	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	2018	2018	1	1	1.0																	Rail transport	MOT_RAI																																				
160	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2017	2018	1	2	1.0																	Air transport	MOT_AIR																																				
245	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2018	2018	1	1	1.0																	Road transport	MOT_ROA																																				
245	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	2018	2018	1	1	1.0																	Rail transport	MOT_RAI																																				
135	IS_RDP_PORFVOL	Container port traffic, maritime transport (twenty-foot equivalent units - TEUs)	2010	2018	7	9	1.0																	Maritime	MOT_SEA																																				
214	IT_MOB_2GNTWK	Proportion of population covered by at least a 2G mobile network (%)	2000	2018	1	19	0.0																																																						
222	IT_MOB_3GNTWK	Proportion of population covered by at least a 3G mobile network (%)	2007	2018	1	12	0.0																																																						
219	IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	2012	2018	1	7	0.0																																																						
70	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2013	2018	1	6	1.0	Female	F																																																				
70	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2013	2018	1	6	1.0	Male	M																																																				
81	IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	2013	2018	1	6	1.0	Both sexes	_T																																																				
215	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2000	2018	1	19	1.0																							Any speed	_T																														
180	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2007	2018	1	12	1.0																							10 mbps and over	IS_GE10M																														
180	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2006	2018	1	13	1.0																							Between 2 mbps and 10 mbps	IS_2MT10M																														
178	IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	2004	2018	1	14	1.0																							Between 256 kbps and 2 mbps	IS_256KT2M																														
215	IT_NET_BBP	Fixed Internet broadband subscriptions per 100Â inhabitants, by speed (per 100 inhabitants)	2000	2018	1	19	1.0																							Any speed	_T																														
180	IT_NET_BBP	Fixed Internet broadband subscriptions per 100Â inhabitants, by speed (per 100 inhabitants)	2007	2018	1	12	1.0																							10 mbps and over	IS_GE10M																														
180	IT_NET_BBP	Fixed Internet broadband subscriptions per 100Â inhabitants, by speed (per 100 inhabitants)	2006	2018	1	13	1.0																							Between 2 mbps and 10 mbps	IS_2MT10M																														
178	IT_NET_BBP	Fixed Internet broadband subscriptions per 100Â inhabitants, by speed (per 100 inhabitants)	2004	2018	1	14	1.0																							Between 256 kbps and 2 mbps	IS_256KT2M																														
223	IT_USE_ii99	Internet users per 100 inhabitants	2000	2018	1	19	0.0																																																						
38	IU_COR_BRIB	Prevalence rate of bribery, by sex (%)	2004	2018	1	15	1.0	Both sexes	_T																																																				
17	IU_COR_BRIB	Prevalence rate of bribery, by sex (%)	2007	2016	1	2	1.0	Male	M																																																				
17	IU_COR_BRIB	Prevalence rate of bribery, by sex (%)	2007	2016	1	2	1.0	Female	F																																																				
206	NV_IND_MANFPC	Manufacturing value added per capita (constant 2015 United States dollars)	2000	2019	12	20	0.0																																																						
206	NV_IND_MANF	Manufacturing value added as a proportion of GDP (%)	2000	2019	12	20	0.0																																																						
64	NV_IND_SSIS	Proportion of small-scale industries in total industry value added (%)	2000	2017	1	18	0.0																																																						
150	NV_IND_TECH	Proportion of medium and high-tech industry value added in total value added (%)	2000	2017	18	18	0.0																																																						
211	NY_GDP_PCAP	Annual growth rate of real GDP per capita (%)	2000	2018	10	19	0.0																																																						
11	PD_AGR_SSFP	Productivity of small-scale food producers (agricultural output per labour day, PPP) (constant 2011 international $)	2005	2016	1	4	0.0																																																						
21	SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	2010	2019	1	10	3.0	Both sexes	_T	All age ranges or no breaks by age	_T	All areas	_T																																																
