goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,observationStatus_code,observationStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,,,A,Normal value,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2015, 2016, 2017]",2005,2017,10,IX,Index,G,Global,,,,,0.08634,0.05904,0.09006,0.07799,0.06069,0.08424,0.09029,,,,0.15434,0.13481,0.11326,,0.11326,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,275,State of Palestine,4,145,Western Asia,Country,35.25694122,31.94347933,PSE,0,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.10835,0.10835,,,Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,28,Antigua and Barbuda,5,29,Caribbean,Country,-61.7999755,17.07761471,ATG,1,1,,,A,Normal value,"[2014, 2015, 2016, 2017, 2018]",2014,2018,5,IX,Index,G,Global,,,,,,,,,,,,,,0.58664,0.44256,0.81521,0.5221,0.45906,0.45906,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,288,Ghana,5,11,Western Africa,Country,-1.205623522,7.964825185,GHA,1,1,,,A,Normal value,"[2001, 2002]",2001,2002,2,IX,Index,G,Global,0.03328,0.03772,,,,,,,,,,,,,,,,,0.03772,,,Budgetary Central Government,Combined IMF and FAO Questionaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,29,Caribbean,4,419,Latin America and the Caribbean,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,0.39185,0.52694,0.67976,0.73797,0.94935,0.7686,1.03277,0.86376,0.74075,0.69328,0.43038,0.47533,0.42182,0.37723,0.33993,0.34147,0.31686,,0.31686,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,29,Caribbean,4,419,Latin America and the Caribbean,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.3037,0.3037,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,30,Eastern Asia,3,142,Asia,Region,,,,,,,,A,Normal value,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2001,2017,17,IX,Index,G,Global,1.57919,1.59834,1.65512,1.50165,1.71611,2.04259,0.4664,0.39982,0.35806,0.40481,0.4318,0.403,0.38983,0.36799,0.42868,0.43752,0.26787,,0.26787,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,30,Eastern Asia,3,142,Asia,Region,,,,,,,,E,Estimated value,[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.27969,0.27969,,,Combined Budgetary and Central Government Expenditure,Combined IMF and FAO Questionaire. Official country publications. UNSD national account estimates.,,_X: Data nature not available
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,A,Normal value,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2006,2017,12,IX,Index,G,Global,,,,,,0.0441,0.10224,0.06622,0.32487,0.11044,0.08543,0.08744,0.089,0.12424,0.15161,0.18092,0.1732,,0.1732,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,,,I,Imputed value (CCSA definition),[2018],2018,2018,1,IX,Index,G,Global,,,,,,,,,,,,,,,,,,0.17244,0.17244,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,308,Grenada,5,29,Caribbean,Country,-61.68248568,12.11238395,GRD,1,1,,,A,Normal value,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,IX,Index,G,Global,,,,,,,,,,,,0.22504,0.36158,0.58975,0.4689,0.50675,0.27373,0.30674,0.30674,,,Central Government,FAO Questionnaire. UNSD national account estimates.,,C: Country data
2,Goal 2,"End hunger, achieve food security and improved nutrition and promote sustainable agriculture",2.a,"Increase investment, including through enhanced international cooperation, in rural infrastructure, agricultural research and extension services, technology development and plant and livestock gene banks in order to enhance agricultural productive capacity in developing countries, in particular least developed countries",C020a01,2.a.1,The agriculture orientation index for government expenditures,2020.Q1.G.02,"['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy']",AG_PRD_ORTIND,Agriculture orientation index for government expenditures,31,Azerbaijan,4,145,Western Asia,Country,50.01064725,40.39229544,AZE,1,1,,,A,Normal value,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2008,2017,10,IX,Index,G,Global,,,,,,,,0.44531,0.57845,0.54039,0.54233,0.45901,0.46202,0.48374,0.4765,0.57975,0.46677,,0.46677,,,Central Government,IMF data. UNSD national account estimates,,C: Country data
